date,product_id,product_name,category,opening_stock,stock_received,units_sold,closing_stock,reorder_point,lead_time_days,stock_status
2024-11-17,P011,Desk Organizer,Stationery,130,0,14,116,35,9,In Stock
2024-11-18,P011,Desk Organizer,Stationery,116,0,14,102,35,9,In Stock
2024-11-19,P011,Desk Organizer,Stationery,102,0,14,88,35,9,In Stock
2024-11-20,P011,Desk Organizer,Stationery,88,0,16,72,35,9,In Stock
2024-11-21,P011,Desk Organizer,Stationery,72,0,14,58,35,9,In Stock
2024-11-22,P011,Desk Organizer,Stationery,58,0,15,43,35,9,Reorder Soon
2024-11-23,P011,Desk Organizer,Stationery,43,111,10,144,35,9,In Stock
2024-11-24,P011,Desk Organizer,Stationery,144,0,23,121,35,9,In Stock
2024-11-25,P011,Desk Organizer,Stationery,121,0,13,108,35,9,In Stock
2024-11-26,P011,Desk Organizer,Stationery,108,0,14,94,35,9,In Stock
2024-11-27,P011,Desk Organizer,Stationery,94,0,14,80,35,9,In Stock
2024-11-28,P011,Desk Organizer,Stationery,80,0,14,66,35,9,In Stock
2024-11-29,P011,Desk Organizer,Stationery,66,0,15,51,35,9,Reorder Soon
2024-11-30,P011,Desk Organizer,Stationery,51,0,13,38,35,9,Reorder Soon
2024-12-01,P011,Desk Organizer,Stationery,38,124,14,148,35,9,In Stock
2024-12-02,P011,Desk Organizer,Stationery,148,0,10,138,35,9,In Stock
2024-12-03,P011,Desk Organizer,Stationery,138,0,19,119,35,9,In Stock
2024-12-04,P011,Desk Organizer,Stationery,119,0,14,105,35,9,In Stock
2024-12-05,P011,Desk Organizer,Stationery,105,0,17,88,35,9,In Stock
2024-12-06,P011,Desk Organizer,Stationery,88,0,11,77,35,9,In Stock
2024-12-07,P011,Desk Organizer,Stationery,77,0,19,58,35,9,In Stock
2024-12-08,P011,Desk Organizer,Stationery,58,0,16,42,35,9,Reorder Soon
2024-12-09,P011,Desk Organizer,Stationery,42,115,9,148,35,9,In Stock
2024-12-10,P011,Desk Organizer,Stationery,148,0,15,133,35,9,In Stock
2024-12-11,P011,Desk Organizer,Stationery,133,0,12,121,35,9,In Stock
2024-12-12,P011,Desk Organizer,Stationery,121,0,13,108,35,9,In Stock
2024-12-13,P011,Desk Organizer,Stationery,108,0,13,95,35,9,In Stock
2024-12-14,P011,Desk Organizer,Stationery,95,0,17,78,35,9,In Stock
2024-12-15,P011,Desk Organizer,Stationery,78,0,10,68,35,9,In Stock
2024-12-16,P011,Desk Organizer,Stationery,68,0,13,55,35,9,In Stock
2024-12-17,P011,Desk Organizer,Stationery,55,0,14,41,35,9,Reorder Soon
2024-12-18,P011,Desk Organizer,Stationery,41,119,13,147,35,9,In Stock
2024-12-19,P011,Desk Organizer,Stationery,147,0,12,135,35,9,In Stock
2024-12-20,P011,Desk Organizer,Stationery,135,0,21,114,35,9,In Stock
2024-12-21,P011,Desk Organizer,Stationery,114,0,16,98,35,9,In Stock
2024-12-22,P011,Desk Organizer,Stationery,98,0,23,75,35,9,In Stock
2024-12-23,P011,Desk Organizer,Stationery,75,0,15,60,35,9,In Stock
2024-12-24,P011,Desk Organizer,Stationery,60,0,11,49,35,9,Reorder Soon
2024-12-25,P011,Desk Organizer,Stationery,49,97,15,131,35,9,In Stock
2024-12-26,P011,Desk Organizer,Stationery,131,0,15,116,35,9,In Stock
2024-12-27,P011,Desk Organizer,Stationery,116,0,13,103,35,9,In Stock
2024-12-28,P011,Desk Organizer,Stationery,103,0,14,89,35,9,In Stock
2024-12-29,P011,Desk Organizer,Stationery,89,0,15,74,35,9,In Stock
2024-12-30,P011,Desk Organizer,Stationery,74,0,9,65,35,9,In Stock
2024-12-31,P011,Desk Organizer,Stationery,65,0,15,50,35,9,Reorder Soon
2025-01-01,P011,Desk Organizer,Stationery,50,100,18,132,35,9,In Stock
2025-01-02,P011,Desk Organizer,Stationery,132,0,17,115,35,9,In Stock
2025-01-03,P011,Desk Organizer,Stationery,115,0,16,99,35,9,In Stock
2025-01-04,P011,Desk Organizer,Stationery,99,0,15,84,35,9,In Stock
2025-01-05,P011,Desk Organizer,Stationery,84,0,15,69,35,9,In Stock
2025-01-06,P011,Desk Organizer,Stationery,69,0,11,58,35,9,In Stock
2025-01-07,P011,Desk Organizer,Stationery,58,0,12,46,35,9,Reorder Soon
2025-01-08,P011,Desk Organizer,Stationery,46,115,13,148,35,9,In Stock
2025-01-09,P011,Desk Organizer,Stationery,148,0,12,136,35,9,In Stock
2025-01-10,P011,Desk Organizer,Stationery,136,0,13,123,35,9,In Stock
2025-01-11,P011,Desk Organizer,Stationery,123,0,15,108,35,9,In Stock
2025-01-12,P011,Desk Organizer,Stationery,108,0,17,91,35,9,In Stock
2025-01-13,P011,Desk Organizer,Stationery,91,0,15,76,35,9,In Stock
2025-01-14,P011,Desk Organizer,Stationery,76,0,22,54,35,9,In Stock
2025-01-15,P011,Desk Organizer,Stationery,54,0,14,40,35,9,Reorder Soon
2025-01-16,P011,Desk Organizer,Stationery,40,117,13,144,35,9,In Stock
2025-01-17,P011,Desk Organizer,Stationery,144,0,12,132,35,9,In Stock
2025-01-18,P011,Desk Organizer,Stationery,132,0,13,119,35,9,In Stock
2025-01-19,P011,Desk Organizer,Stationery,119,0,12,107,35,9,In Stock
2025-01-20,P011,Desk Organizer,Stationery,107,0,14,93,35,9,In Stock
2025-01-21,P011,Desk Organizer,Stationery,93,0,17,76,35,9,In Stock
2025-01-22,P011,Desk Organizer,Stationery,76,0,16,60,35,9,In Stock
2025-01-23,P011,Desk Organizer,Stationery,60,0,15,45,35,9,Reorder Soon
2025-01-24,P011,Desk Organizer,Stationery,45,103,14,134,35,9,In Stock
2025-01-25,P011,Desk Organizer,Stationery,134,0,17,117,35,9,In Stock
2025-01-26,P011,Desk Organizer,Stationery,117,0,14,103,35,9,In Stock
2025-01-27,P011,Desk Organizer,Stationery,103,0,15,88,35,9,In Stock
2025-01-28,P011,Desk Organizer,Stationery,88,0,13,75,35,9,In Stock
2025-01-29,P011,Desk Organizer,Stationery,75,0,14,61,35,9,In Stock
2025-01-30,P011,Desk Organizer,Stationery,61,0,14,47,35,9,Reorder Soon
2025-01-31,P011,Desk Organizer,Stationery,47,105,14,138,35,9,In Stock
2025-02-01,P011,Desk Organizer,Stationery,138,0,18,120,35,9,In Stock
2025-02-02,P011,Desk Organizer,Stationery,120,0,18,102,35,9,In Stock
2025-02-03,P011,Desk Organizer,Stationery,102,0,23,79,35,9,In Stock
2025-02-04,P011,Desk Organizer,Stationery,79,0,16,63,35,9,In Stock
2025-02-05,P011,Desk Organizer,Stationery,63,0,19,44,35,9,Reorder Soon
2025-02-06,P011,Desk Organizer,Stationery,44,118,14,148,35,9,In Stock
2025-02-07,P011,Desk Organizer,Stationery,148,0,19,129,35,9,In Stock
2025-02-08,P011,Desk Organizer,Stationery,129,0,18,111,35,9,In Stock
2025-02-09,P011,Desk Organizer,Stationery,111,0,15,96,35,9,In Stock
2025-02-10,P011,Desk Organizer,Stationery,96,0,17,79,35,9,In Stock
2025-02-11,P011,Desk Organizer,Stationery,79,0,12,67,35,9,In Stock
2025-02-12,P011,Desk Organizer,Stationery,67,0,15,52,35,9,Reorder Soon
2025-02-13,P011,Desk Organizer,Stationery,52,0,13,39,35,9,Reorder Soon
2025-02-14,P011,Desk Organizer,Stationery,39,126,16,149,35,9,In Stock
2025-02-15,P011,Desk Organizer,Stationery,149,0,13,136,35,9,In Stock
2025-02-16,P011,Desk Organizer,Stationery,136,0,21,115,35,9,In Stock
2025-02-17,P011,Desk Organizer,Stationery,115,0,14,101,35,9,In Stock
2025-02-18,P011,Desk Organizer,Stationery,101,0,19,82,35,9,In Stock
2025-02-19,P011,Desk Organizer,Stationery,82,0,13,69,35,9,In Stock
2025-02-20,P011,Desk Organizer,Stationery,69,0,18,51,35,9,Reorder Soon
2025-02-21,P011,Desk Organizer,Stationery,51,0,15,36,35,9,Reorder Soon
2025-02-22,P011,Desk Organizer,Stationery,36,124,12,148,35,9,In Stock
2025-02-23,P011,Desk Organizer,Stationery,148,0,14,134,35,9,In Stock
2025-02-24,P011,Desk Organizer,Stationery,134,0,18,116,35,9,In Stock
2025-02-25,P011,Desk Organizer,Stationery,116,0,14,102,35,9,In Stock
2025-02-26,P011,Desk Organizer,Stationery,102,0,14,88,35,9,In Stock
2025-02-27,P011,Desk Organizer,Stationery,88,0,14,74,35,9,In Stock
2025-02-28,P011,Desk Organizer,Stationery,74,0,11,63,35,9,In Stock
2025-03-01,P011,Desk Organizer,Stationery,63,0,12,51,35,9,Reorder Soon
2025-03-02,P011,Desk Organizer,Stationery,51,0,11,40,35,9,Reorder Soon
2025-03-03,P011,Desk Organizer,Stationery,40,111,12,139,35,9,In Stock
2025-03-04,P011,Desk Organizer,Stationery,139,0,12,127,35,9,In Stock
2025-03-05,P011,Desk Organizer,Stationery,127,0,15,112,35,9,In Stock
2025-03-06,P011,Desk Organizer,Stationery,112,0,14,98,35,9,In Stock
2025-03-07,P011,Desk Organizer,Stationery,98,0,17,81,35,9,In Stock
2025-03-08,P011,Desk Organizer,Stationery,81,0,16,65,35,9,In Stock
2025-03-09,P011,Desk Organizer,Stationery,65,0,16,49,35,9,Reorder Soon
2025-03-10,P011,Desk Organizer,Stationery,49,0,13,36,35,9,Reorder Soon
2025-03-11,P011,Desk Organizer,Stationery,36,127,17,146,35,9,In Stock
2025-03-12,P011,Desk Organizer,Stationery,146,0,10,136,35,9,In Stock
2025-03-13,P011,Desk Organizer,Stationery,136,0,13,123,35,9,In Stock
2025-03-14,P011,Desk Organizer,Stationery,123,0,11,112,35,9,In Stock
2025-03-15,P011,Desk Organizer,Stationery,112,0,19,93,35,9,In Stock
2025-03-16,P011,Desk Organizer,Stationery,93,0,16,77,35,9,In Stock
2025-03-17,P011,Desk Organizer,Stationery,77,0,11,66,35,9,In Stock
2025-03-18,P011,Desk Organizer,Stationery,66,0,11,55,35,9,In Stock
2025-03-19,P011,Desk Organizer,Stationery,55,0,15,40,35,9,Reorder Soon
2025-03-20,P011,Desk Organizer,Stationery,40,105,15,130,35,9,In Stock
2025-03-21,P011,Desk Organizer,Stationery,130,0,19,111,35,9,In Stock
2025-03-22,P011,Desk Organizer,Stationery,111,0,15,96,35,9,In Stock
2025-03-23,P011,Desk Organizer,Stationery,96,0,18,78,35,9,In Stock
2025-03-24,P011,Desk Organizer,Stationery,78,0,18,60,35,9,In Stock
2025-03-25,P011,Desk Organizer,Stationery,60,0,13,47,35,9,Reorder Soon
2025-03-26,P011,Desk Organizer,Stationery,47,117,15,149,35,9,In Stock
2025-03-27,P011,Desk Organizer,Stationery,149,0,14,135,35,9,In Stock
2025-03-28,P011,Desk Organizer,Stationery,135,0,15,120,35,9,In Stock
2025-03-29,P011,Desk Organizer,Stationery,120,0,14,106,35,9,In Stock
2025-03-30,P011,Desk Organizer,Stationery,106,0,18,88,35,9,In Stock
2025-03-31,P011,Desk Organizer,Stationery,88,0,15,73,35,9,In Stock
2025-04-01,P011,Desk Organizer,Stationery,73,0,16,57,35,9,In Stock
2025-04-02,P011,Desk Organizer,Stationery,57,0,17,40,35,9,Reorder Soon
2025-04-03,P011,Desk Organizer,Stationery,40,106,12,134,35,9,In Stock
2025-04-04,P011,Desk Organizer,Stationery,134,0,14,120,35,9,In Stock
2025-04-05,P011,Desk Organizer,Stationery,120,0,14,106,35,9,In Stock
2025-04-06,P011,Desk Organizer,Stationery,106,0,12,94,35,9,In Stock
2025-04-07,P011,Desk Organizer,Stationery,94,0,14,80,35,9,In Stock
2025-04-08,P011,Desk Organizer,Stationery,80,0,12,68,35,9,In Stock
2025-04-09,P011,Desk Organizer,Stationery,68,0,13,55,35,9,In Stock
2025-04-10,P011,Desk Organizer,Stationery,55,0,19,36,35,9,Reorder Soon
2025-04-11,P011,Desk Organizer,Stationery,36,131,17,150,35,9,In Stock
2025-04-12,P011,Desk Organizer,Stationery,150,0,16,134,35,9,In Stock
2025-04-13,P011,Desk Organizer,Stationery,134,0,15,119,35,9,In Stock
2025-04-14,P011,Desk Organizer,Stationery,119,0,17,102,35,9,In Stock
2025-04-15,P011,Desk Organizer,Stationery,102,0,10,92,35,9,In Stock
2025-04-16,P011,Desk Organizer,Stationery,92,0,15,77,35,9,In Stock
2025-04-17,P011,Desk Organizer,Stationery,77,0,16,61,35,9,In Stock
2025-04-18,P011,Desk Organizer,Stationery,61,0,16,45,35,9,Reorder Soon
2025-04-19,P011,Desk Organizer,Stationery,45,96,11,130,35,9,In Stock
2025-04-20,P011,Desk Organizer,Stationery,130,0,16,114,35,9,In Stock
2025-04-21,P011,Desk Organizer,Stationery,114,0,12,102,35,9,In Stock
2025-04-22,P011,Desk Organizer,Stationery,102,0,17,85,35,9,In Stock
2025-04-23,P011,Desk Organizer,Stationery,85,0,11,74,35,9,In Stock
2025-04-24,P011,Desk Organizer,Stationery,74,0,15,59,35,9,In Stock
2025-04-25,P011,Desk Organizer,Stationery,59,0,16,43,35,9,Reorder Soon
2025-04-26,P011,Desk Organizer,Stationery,43,122,16,149,35,9,In Stock
2025-04-27,P011,Desk Organizer,Stationery,149,0,16,133,35,9,In Stock
2025-04-28,P011,Desk Organizer,Stationery,133,0,12,121,35,9,In Stock
2025-04-29,P011,Desk Organizer,Stationery,121,0,11,110,35,9,In Stock
2025-04-30,P011,Desk Organizer,Stationery,110,0,16,94,35,9,In Stock
2025-05-01,P011,Desk Organizer,Stationery,94,0,13,81,35,9,In Stock
2025-05-02,P011,Desk Organizer,Stationery,81,0,13,68,35,9,In Stock
2025-05-03,P011,Desk Organizer,Stationery,68,0,17,51,35,9,Reorder Soon
2025-05-04,P011,Desk Organizer,Stationery,51,107,17,141,35,9,In Stock
2025-05-05,P011,Desk Organizer,Stationery,141,0,14,127,35,9,In Stock
2025-05-06,P011,Desk Organizer,Stationery,127,0,15,112,35,9,In Stock
2025-05-07,P011,Desk Organizer,Stationery,112,0,11,101,35,9,In Stock
2025-05-08,P011,Desk Organizer,Stationery,101,0,19,82,35,9,In Stock
2025-05-09,P011,Desk Organizer,Stationery,82,0,14,68,35,9,In Stock
2025-05-10,P011,Desk Organizer,Stationery,68,0,15,53,35,9,In Stock
2025-05-11,P011,Desk Organizer,Stationery,53,0,14,39,35,9,Reorder Soon
2025-05-12,P011,Desk Organizer,Stationery,39,113,12,140,35,9,In Stock
2025-05-13,P011,Desk Organizer,Stationery,140,0,13,127,35,9,In Stock
2025-05-14,P011,Desk Organizer,Stationery,127,0,11,116,35,9,In Stock
2025-05-15,P011,Desk Organizer,Stationery,116,0,12,104,35,9,In Stock
2025-05-16,P011,Desk Organizer,Stationery,104,0,14,90,35,9,In Stock
2025-05-17,P011,Desk Organizer,Stationery,90,0,17,73,35,9,In Stock
2025-05-18,P011,Desk Organizer,Stationery,73,0,15,58,35,9,In Stock
2025-05-19,P011,Desk Organizer,Stationery,58,0,17,41,35,9,Reorder Soon
2025-05-20,P011,Desk Organizer,Stationery,41,120,17,144,35,9,In Stock
2025-05-21,P011,Desk Organizer,Stationery,144,0,13,131,35,9,In Stock
2025-05-22,P011,Desk Organizer,Stationery,131,0,13,118,35,9,In Stock
2025-05-23,P011,Desk Organizer,Stationery,118,0,14,104,35,9,In Stock
2025-05-24,P011,Desk Organizer,Stationery,104,0,13,91,35,9,In Stock
2025-05-25,P011,Desk Organizer,Stationery,91,0,14,77,35,9,In Stock
2025-05-26,P011,Desk Organizer,Stationery,77,0,13,64,35,9,In Stock
2025-05-27,P011,Desk Organizer,Stationery,64,0,20,44,35,9,Reorder Soon
2025-05-28,P011,Desk Organizer,Stationery,44,108,13,139,35,9,In Stock
2025-05-29,P011,Desk Organizer,Stationery,139,0,16,123,35,9,In Stock
2025-05-30,P011,Desk Organizer,Stationery,123,0,12,111,35,9,In Stock
2025-05-31,P011,Desk Organizer,Stationery,111,0,13,98,35,9,In Stock
2025-06-01,P011,Desk Organizer,Stationery,98,0,16,82,35,9,In Stock
2025-06-02,P011,Desk Organizer,Stationery,82,0,15,67,35,9,In Stock
2025-06-03,P011,Desk Organizer,Stationery,67,0,17,50,35,9,Reorder Soon
2025-06-04,P011,Desk Organizer,Stationery,50,0,12,38,35,9,Reorder Soon
2025-06-05,P011,Desk Organizer,Stationery,38,130,19,149,35,9,In Stock
2025-06-06,P011,Desk Organizer,Stationery,149,0,11,138,35,9,In Stock
2025-06-07,P011,Desk Organizer,Stationery,138,0,14,124,35,9,In Stock
2025-06-08,P011,Desk Organizer,Stationery,124,0,16,108,35,9,In Stock
2025-06-09,P011,Desk Organizer,Stationery,108,0,14,94,35,9,In Stock
2025-06-10,P011,Desk Organizer,Stationery,94,0,12,82,35,9,In Stock
2025-06-11,P011,Desk Organizer,Stationery,82,0,15,67,35,9,In Stock
2025-06-12,P011,Desk Organizer,Stationery,67,0,16,51,35,9,Reorder Soon
2025-06-13,P011,Desk Organizer,Stationery,51,0,14,37,35,9,Reorder Soon
2025-06-14,P011,Desk Organizer,Stationery,37,108,13,132,35,9,In Stock
2025-06-15,P011,Desk Organizer,Stationery,132,0,18,114,35,9,In Stock
2025-06-16,P011,Desk Organizer,Stationery,114,0,17,97,35,9,In Stock
2025-06-17,P011,Desk Organizer,Stationery,97,0,14,83,35,9,In Stock
2025-06-18,P011,Desk Organizer,Stationery,83,0,16,67,35,9,In Stock
2025-06-19,P011,Desk Organizer,Stationery,67,0,17,50,35,9,Reorder Soon
2025-06-20,P011,Desk Organizer,Stationery,50,109,16,143,35,9,In Stock
2025-06-21,P011,Desk Organizer,Stationery,143,0,16,127,35,9,In Stock
2025-06-22,P011,Desk Organizer,Stationery,127,0,17,110,35,9,In Stock
2025-06-23,P011,Desk Organizer,Stationery,110,0,16,94,35,9,In Stock
2025-06-24,P011,Desk Organizer,Stationery,94,0,15,79,35,9,In Stock
2025-06-25,P011,Desk Organizer,Stationery,79,0,12,67,35,9,In Stock
2025-06-26,P011,Desk Organizer,Stationery,67,0,13,54,35,9,In Stock
2025-06-27,P011,Desk Organizer,Stationery,54,0,16,38,35,9,Reorder Soon
2025-06-28,P011,Desk Organizer,Stationery,38,110,14,134,35,9,In Stock
2025-06-29,P011,Desk Organizer,Stationery,134,0,19,115,35,9,In Stock
2025-06-30,P011,Desk Organizer,Stationery,115,0,12,103,35,9,In Stock
2025-07-01,P011,Desk Organizer,Stationery,103,0,13,90,35,9,In Stock
2025-07-02,P011,Desk Organizer,Stationery,90,0,14,76,35,9,In Stock
2025-07-03,P011,Desk Organizer,Stationery,76,0,10,66,35,9,In Stock
2025-07-04,P011,Desk Organizer,Stationery,66,0,13,53,35,9,In Stock
2025-07-05,P011,Desk Organizer,Stationery,53,0,14,39,35,9,Reorder Soon
2025-07-06,P011,Desk Organizer,Stationery,39,107,16,130,35,9,In Stock
2025-07-07,P011,Desk Organizer,Stationery,130,0,14,116,35,9,In Stock
2025-07-08,P011,Desk Organizer,Stationery,116,0,18,98,35,9,In Stock
2025-07-09,P011,Desk Organizer,Stationery,98,0,12,86,35,9,In Stock
2025-07-10,P011,Desk Organizer,Stationery,86,0,16,70,35,9,In Stock
2025-07-11,P011,Desk Organizer,Stationery,70,0,17,53,35,9,In Stock
2025-07-12,P011,Desk Organizer,Stationery,53,0,17,36,35,9,Reorder Soon
2025-07-13,P011,Desk Organizer,Stationery,36,126,19,143,35,9,In Stock
2025-07-14,P011,Desk Organizer,Stationery,143,0,13,130,35,9,In Stock
2025-07-15,P011,Desk Organizer,Stationery,130,0,19,111,35,9,In Stock
2025-07-16,P011,Desk Organizer,Stationery,111,0,15,96,35,9,In Stock
2025-07-17,P011,Desk Organizer,Stationery,96,0,17,79,35,9,In Stock
2025-07-18,P011,Desk Organizer,Stationery,79,0,16,63,35,9,In Stock
2025-07-19,P011,Desk Organizer,Stationery,63,0,17,46,35,9,Reorder Soon
2025-07-20,P011,Desk Organizer,Stationery,46,111,13,144,35,9,In Stock
2025-07-21,P011,Desk Organizer,Stationery,144,0,18,126,35,9,In Stock
2025-07-22,P011,Desk Organizer,Stationery,126,0,11,115,35,9,In Stock
2025-07-23,P011,Desk Organizer,Stationery,115,0,14,101,35,9,In Stock
2025-07-24,P011,Desk Organizer,Stationery,101,0,16,85,35,9,In Stock
2025-07-25,P011,Desk Organizer,Stationery,85,0,18,67,35,9,In Stock
2025-07-26,P011,Desk Organizer,Stationery,67,0,16,51,35,9,Reorder Soon
2025-07-27,P011,Desk Organizer,Stationery,51,0,15,36,35,9,Reorder Soon
2025-07-28,P011,Desk Organizer,Stationery,36,110,14,132,35,9,In Stock
2025-07-29,P011,Desk Organizer,Stationery,132,0,14,118,35,9,In Stock
2025-07-30,P011,Desk Organizer,Stationery,118,0,16,102,35,9,In Stock
2025-07-31,P011,Desk Organizer,Stationery,102,0,18,84,35,9,In Stock
2025-08-01,P011,Desk Organizer,Stationery,84,0,16,68,35,9,In Stock
2025-08-02,P011,Desk Organizer,Stationery,68,0,15,53,35,9,In Stock
2025-08-03,P011,Desk Organizer,Stationery,53,0,14,39,35,9,Reorder Soon
2025-08-04,P011,Desk Organizer,Stationery,39,125,19,145,35,9,In Stock
2025-08-05,P011,Desk Organizer,Stationery,145,0,16,129,35,9,In Stock
2025-08-06,P011,Desk Organizer,Stationery,129,0,18,111,35,9,In Stock
2025-08-07,P011,Desk Organizer,Stationery,111,0,16,95,35,9,In Stock
2025-08-08,P011,Desk Organizer,Stationery,95,0,15,80,35,9,In Stock
2025-08-09,P011,Desk Organizer,Stationery,80,0,18,62,35,9,In Stock
2025-08-10,P011,Desk Organizer,Stationery,62,0,16,46,35,9,Reorder Soon
2025-08-11,P011,Desk Organizer,Stationery,46,118,15,149,35,9,In Stock
2025-08-12,P011,Desk Organizer,Stationery,149,0,16,133,35,9,In Stock
2025-08-13,P011,Desk Organizer,Stationery,133,0,9,124,35,9,In Stock
2025-08-14,P011,Desk Organizer,Stationery,124,0,13,111,35,9,In Stock
2025-08-15,P011,Desk Organizer,Stationery,111,0,8,103,35,9,In Stock
2025-08-16,P011,Desk Organizer,Stationery,103,0,16,87,35,9,In Stock
2025-08-17,P011,Desk Organizer,Stationery,87,0,17,70,35,9,In Stock
2025-08-18,P011,Desk Organizer,Stationery,70,0,16,54,35,9,In Stock
2025-08-19,P011,Desk Organizer,Stationery,54,0,18,36,35,9,Reorder Soon
2025-08-20,P011,Desk Organizer,Stationery,36,124,16,144,35,9,In Stock
2025-08-21,P011,Desk Organizer,Stationery,144,0,14,130,35,9,In Stock
2025-08-22,P011,Desk Organizer,Stationery,130,0,17,113,35,9,In Stock
2025-08-23,P011,Desk Organizer,Stationery,113,0,13,100,35,9,In Stock
2025-08-24,P011,Desk Organizer,Stationery,100,0,17,83,35,9,In Stock
2025-08-25,P011,Desk Organizer,Stationery,83,0,18,65,35,9,In Stock
2025-08-26,P011,Desk Organizer,Stationery,65,0,13,52,35,9,Reorder Soon
2025-08-27,P011,Desk Organizer,Stationery,52,0,13,39,35,9,Reorder Soon
2025-08-28,P011,Desk Organizer,Stationery,39,106,11,134,35,9,In Stock
2025-08-29,P011,Desk Organizer,Stationery,134,0,19,115,35,9,In Stock
2025-08-30,P011,Desk Organizer,Stationery,115,0,19,96,35,9,In Stock
2025-08-31,P011,Desk Organizer,Stationery,96,0,12,84,35,9,In Stock
2025-09-01,P011,Desk Organizer,Stationery,84,0,13,71,35,9,In Stock
2025-09-02,P011,Desk Organizer,Stationery,71,0,16,55,35,9,In Stock
2025-09-03,P011,Desk Organizer,Stationery,55,0,12,43,35,9,Reorder Soon
2025-09-04,P011,Desk Organizer,Stationery,43,101,13,131,35,9,In Stock
2025-09-05,P011,Desk Organizer,Stationery,131,0,16,115,35,9,In Stock
2025-09-06,P011,Desk Organizer,Stationery,115,0,13,102,35,9,In Stock
2025-09-07,P011,Desk Organizer,Stationery,102,0,13,89,35,9,In Stock
2025-09-08,P011,Desk Organizer,Stationery,89,0,21,68,35,9,In Stock
2025-09-09,P011,Desk Organizer,Stationery,68,0,14,54,35,9,In Stock
2025-09-10,P011,Desk Organizer,Stationery,54,0,17,37,35,9,Reorder Soon
2025-09-11,P011,Desk Organizer,Stationery,37,109,15,131,35,9,In Stock
2025-09-12,P011,Desk Organizer,Stationery,131,0,12,119,35,9,In Stock
2025-09-13,P011,Desk Organizer,Stationery,119,0,18,101,35,9,In Stock
2025-09-14,P011,Desk Organizer,Stationery,101,0,16,85,35,9,In Stock
2025-09-15,P011,Desk Organizer,Stationery,85,0,17,68,35,9,In Stock
2025-09-16,P011,Desk Organizer,Stationery,68,0,12,56,35,9,In Stock
2025-09-17,P011,Desk Organizer,Stationery,56,0,17,39,35,9,Reorder Soon
2025-09-18,P011,Desk Organizer,Stationery,39,124,21,142,35,9,In Stock
2025-09-19,P011,Desk Organizer,Stationery,142,0,12,130,35,9,In Stock
2025-09-20,P011,Desk Organizer,Stationery,130,0,19,111,35,9,In Stock
2025-09-21,P011,Desk Organizer,Stationery,111,0,16,95,35,9,In Stock
2025-09-22,P011,Desk Organizer,Stationery,95,0,15,80,35,9,In Stock
2025-09-23,P011,Desk Organizer,Stationery,80,0,17,63,35,9,In Stock
2025-09-24,P011,Desk Organizer,Stationery,63,0,17,46,35,9,Reorder Soon
2025-09-25,P011,Desk Organizer,Stationery,46,106,18,134,35,9,In Stock
2025-09-26,P011,Desk Organizer,Stationery,134,0,12,122,35,9,In Stock
2025-09-27,P011,Desk Organizer,Stationery,122,0,19,103,35,9,In Stock
2025-09-28,P011,Desk Organizer,Stationery,103,0,17,86,35,9,In Stock
2025-09-29,P011,Desk Organizer,Stationery,86,0,11,75,35,9,In Stock
2025-09-30,P011,Desk Organizer,Stationery,75,0,14,61,35,9,In Stock
2025-10-01,P011,Desk Organizer,Stationery,61,0,16,45,35,9,Reorder Soon
2025-10-02,P011,Desk Organizer,Stationery,45,106,14,137,35,9,In Stock
2025-10-03,P011,Desk Organizer,Stationery,137,0,15,122,35,9,In Stock
2025-10-04,P011,Desk Organizer,Stationery,122,0,15,107,35,9,In Stock
2025-10-05,P011,Desk Organizer,Stationery,107,0,21,86,35,9,In Stock
2025-10-06,P011,Desk Organizer,Stationery,86,0,22,64,35,9,In Stock
2025-10-07,P011,Desk Organizer,Stationery,64,0,17,47,35,9,Reorder Soon
2025-10-08,P011,Desk Organizer,Stationery,47,99,15,131,35,9,In Stock
2025-10-09,P011,Desk Organizer,Stationery,131,0,13,118,35,9,In Stock
2025-10-10,P011,Desk Organizer,Stationery,118,0,18,100,35,9,In Stock
2025-10-11,P011,Desk Organizer,Stationery,100,0,17,83,35,9,In Stock
2025-10-12,P011,Desk Organizer,Stationery,83,0,14,69,35,9,In Stock
2025-10-13,P011,Desk Organizer,Stationery,69,0,13,56,35,9,In Stock
2025-10-14,P011,Desk Organizer,Stationery,56,0,15,41,35,9,Reorder Soon
2025-10-15,P011,Desk Organizer,Stationery,41,120,22,139,35,9,In Stock
2025-10-16,P011,Desk Organizer,Stationery,139,0,17,122,35,9,In Stock
2025-10-17,P011,Desk Organizer,Stationery,122,0,15,107,35,9,In Stock
2025-10-18,P011,Desk Organizer,Stationery,107,0,18,89,35,9,In Stock
2025-10-19,P011,Desk Organizer,Stationery,89,0,15,74,35,9,In Stock
2025-10-20,P011,Desk Organizer,Stationery,74,0,15,59,35,9,In Stock
2025-10-21,P011,Desk Organizer,Stationery,59,0,19,40,35,9,Reorder Soon
2025-10-22,P011,Desk Organizer,Stationery,40,110,17,133,35,9,In Stock
2025-10-23,P011,Desk Organizer,Stationery,133,0,15,118,35,9,In Stock
2025-10-24,P011,Desk Organizer,Stationery,118,0,10,108,35,9,In Stock
2025-10-25,P011,Desk Organizer,Stationery,108,0,17,91,35,9,In Stock
2025-10-26,P011,Desk Organizer,Stationery,91,0,16,75,35,9,In Stock
