date,product_id,product_name,category,opening_stock,stock_received,units_sold,closing_stock,reorder_point,lead_time_days,stock_status,year,month,day,day_of_week,week_of_year,quarter,is_weekend,lag_1,lag_7,lag_14,rolling_7,rolling_30,predicted_demand,lead_time_demand,safety_stock,recommended_stock,reorder_recommendation,reorder_quantity
2025-10-01,P012,Scientific Calculator,Stationery,79,0,11,68,25,14,In Stock,2025,10,1,2,40,4,0,7.0,9.0,9.0,8.857142857142858,9.066666666666666,11.41,159.74,4.43,164.17,REORDER,96.0
2025-10-02,P012,Scientific Calculator,Stationery,68,0,13,55,25,14,In Stock,2025,10,2,3,40,4,0,11.0,8.0,10.0,9.142857142857142,9.166666666666666,11.22,157.08,4.57,161.65,REORDER,107.0
2025-10-03,P012,Scientific Calculator,Stationery,55,0,14,41,25,14,In Stock,2025,10,3,4,40,4,0,13.0,9.0,9.0,9.857142857142858,9.266666666666667,12.27,171.78,4.93,176.71,REORDER,136.0
2025-10-04,P012,Scientific Calculator,Stationery,41,95,16,120,25,14,In Stock,2025,10,4,5,40,4,1,14.0,9.0,9.0,10.571428571428571,9.5,12.16,170.24,5.29,175.53,REORDER,56.0
2025-10-05,P012,Scientific Calculator,Stationery,120,0,13,107,25,14,In Stock,2025,10,5,6,40,4,1,16.0,10.0,11.0,11.571428571428571,9.766666666666667,11.97,167.58,5.79,173.37,REORDER,66.0
2025-10-06,P012,Scientific Calculator,Stationery,107,0,11,96,25,14,In Stock,2025,10,6,0,41,4,0,13.0,10.0,9.0,12.0,9.833333333333334,10.48,146.72,6.0,152.72,REORDER,57.0
2025-10-07,P012,Scientific Calculator,Stationery,96,0,11,85,25,14,In Stock,2025,10,7,1,41,4,0,11.0,7.0,7.0,12.142857142857142,9.766666666666667,10.94,153.16,6.07,159.23,REORDER,74.0
2025-10-08,P012,Scientific Calculator,Stationery,85,0,12,73,25,14,In Stock,2025,10,8,2,41,4,0,11.0,11.0,9.0,12.714285714285714,9.9,11.25,157.5,6.36,163.86,REORDER,91.0
2025-10-09,P012,Scientific Calculator,Stationery,73,0,11,62,25,14,In Stock,2025,10,9,3,41,4,0,12.0,13.0,8.0,12.857142857142858,9.933333333333334,11.24,157.36,6.43,163.79,REORDER,102.0
2025-10-10,P012,Scientific Calculator,Stationery,62,0,15,47,25,14,In Stock,2025,10,10,4,41,4,0,11.0,14.0,9.0,12.571428571428571,9.833333333333334,11.58,162.12,6.29,168.41,REORDER,121.0
2025-10-11,P012,Scientific Calculator,Stationery,47,0,12,35,25,14,Reorder Soon,2025,10,11,5,41,4,1,15.0,16.0,9.0,12.714285714285714,10.1,12.97,181.58,6.36,187.94,REORDER,153.0
2025-10-12,P012,Scientific Calculator,Stationery,35,112,15,132,25,14,In Stock,2025,10,12,6,41,4,1,12.0,13.0,10.0,12.142857142857142,10.233333333333333,12.92,180.88,6.07,186.95,REORDER,55.0
2025-10-13,P012,Scientific Calculator,Stationery,132,0,10,122,25,14,In Stock,2025,10,13,0,42,4,0,15.0,11.0,10.0,12.428571428571429,10.333333333333334,11.0,154.0,6.21,160.21,REORDER,38.0
2025-10-14,P012,Scientific Calculator,Stationery,122,0,12,110,25,14,In Stock,2025,10,14,1,42,4,0,10.0,11.0,7.0,12.285714285714286,10.4,11.2,156.8,6.14,162.94,REORDER,53.0
2025-10-15,P012,Scientific Calculator,Stationery,110,0,12,98,25,14,In Stock,2025,10,15,2,42,4,0,12.0,12.0,11.0,12.428571428571429,10.466666666666669,11.22,157.08,6.21,163.29,REORDER,65.0
2025-10-16,P012,Scientific Calculator,Stationery,98,0,10,88,25,14,In Stock,2025,10,16,3,42,4,0,12.0,11.0,13.0,12.428571428571429,10.7,11.52,161.28,6.21,167.49,REORDER,79.0
2025-10-17,P012,Scientific Calculator,Stationery,88,0,17,71,25,14,In Stock,2025,10,17,4,42,4,0,10.0,15.0,14.0,12.285714285714286,10.8,11.47,160.58,6.14,166.72,REORDER,96.0
2025-10-18,P012,Scientific Calculator,Stationery,71,0,13,58,25,14,In Stock,2025,10,18,5,42,4,1,17.0,12.0,16.0,12.571428571428571,11.066666666666666,11.91,166.74,6.29,173.03,REORDER,115.0
2025-10-19,P012,Scientific Calculator,Stationery,58,0,9,49,25,14,In Stock,2025,10,19,6,42,4,1,13.0,15.0,13.0,12.714285714285714,11.166666666666666,11.82,165.48,6.36,171.84,REORDER,123.0
2025-10-20,P012,Scientific Calculator,Stationery,49,0,13,36,25,14,Reorder Soon,2025,10,20,0,43,4,0,9.0,10.0,11.0,11.857142857142858,11.166666666666666,11.36,159.04,5.93,164.97,REORDER,129.0
2025-10-21,P012,Scientific Calculator,Stationery,36,107,13,130,25,14,In Stock,2025,10,21,1,43,4,0,13.0,12.0,11.0,12.285714285714286,11.3,11.08,155.12,6.14,161.26,REORDER,31.0
2025-10-22,P012,Scientific Calculator,Stationery,130,0,12,118,25,14,In Stock,2025,10,22,2,43,4,0,13.0,12.0,12.0,12.428571428571429,11.366666666666667,11.85,165.9,6.21,172.11,REORDER,54.0
2025-10-23,P012,Scientific Calculator,Stationery,118,0,14,104,25,14,In Stock,2025,10,23,3,43,4,0,12.0,10.0,11.0,12.428571428571429,11.466666666666669,12.36,173.04,6.21,179.25,REORDER,75.0
2025-10-24,P012,Scientific Calculator,Stationery,104,0,14,90,25,14,In Stock,2025,10,24,4,43,4,0,14.0,17.0,15.0,13.0,11.7,11.72,164.08,6.5,170.58,REORDER,81.0
2025-10-25,P012,Scientific Calculator,Stationery,90,0,18,72,25,14,In Stock,2025,10,25,5,43,4,1,14.0,13.0,12.0,12.571428571428571,11.866666666666667,11.74,164.36,6.29,170.65,REORDER,99.0
2025-10-26,P012,Scientific Calculator,Stationery,72,0,10,62,25,14,In Stock,2025,10,26,6,43,4,1,18.0,9.0,15.0,13.285714285714286,12.2,11.96,167.44,6.64,174.08,REORDER,112.0
2025-10-27,P012,Scientific Calculator,Stationery,62,0,15,47,25,14,In Stock,2025,10,27,0,44,4,0,10.0,13.0,10.0,13.428571428571429,12.233333333333333,12.11,169.54,6.71,176.25,REORDER,129.0
2025-10-28,P012,Scientific Calculator,Stationery,47,0,14,33,25,14,Reorder Soon,2025,10,28,1,44,4,0,15.0,13.0,12.0,13.714285714285714,12.433333333333334,11.33,158.62,6.86,165.48,REORDER,132.0
2025-10-29,P012,Scientific Calculator,Stationery,33,98,13,118,25,14,In Stock,2025,10,29,2,44,4,0,14.0,12.0,12.0,13.857142857142858,12.566666666666666,12.28,171.92,6.93,178.85,REORDER,61.0
2025-10-30,P012,Scientific Calculator,Stationery,118,0,10,108,25,14,In Stock,2025,10,30,3,44,4,0,13.0,14.0,10.0,14.0,12.666666666666666,12.34,172.76,7.0,179.76,REORDER,72.0
2025-10-31,P012,Scientific Calculator,Stationery,108,0,15,93,25,14,In Stock,2025,10,31,4,44,4,0,10.0,14.0,17.0,13.428571428571429,12.766666666666667,14.7,205.8,6.71,212.51,REORDER,120.0
2025-11-01,P012,Scientific Calculator,Stationery,93,0,12,81,25,14,In Stock,2025,11,1,5,44,4,1,15.0,18.0,13.0,13.571428571428571,12.9,12.8,179.2,6.79,185.99,REORDER,105.0
2025-11-02,P012,Scientific Calculator,Stationery,81,0,13,68,25,14,In Stock,2025,11,2,6,44,4,1,12.0,10.0,9.0,12.714285714285714,12.866666666666667,12.72,178.08,6.36,184.44,REORDER,116.0
2025-11-03,P012,Scientific Calculator,Stationery,68,0,14,54,25,14,In Stock,2025,11,3,0,45,4,0,13.0,15.0,13.0,13.142857142857142,12.833333333333334,11.33,158.62,6.57,165.19,REORDER,111.0
2025-11-04,P012,Scientific Calculator,Stationery,54,0,13,41,25,14,In Stock,2025,11,4,1,45,4,0,14.0,14.0,13.0,13.0,12.766666666666667,11.47,160.58,6.5,167.08,REORDER,126.0
2025-11-05,P012,Scientific Calculator,Stationery,41,0,14,27,25,14,Reorder Soon,2025,11,5,2,45,4,0,13.0,13.0,12.0,12.857142857142858,12.766666666666667,10.88,152.32,6.43,158.75,REORDER,132.0
2025-11-06,P012,Scientific Calculator,Stationery,27,119,12,134,25,14,In Stock,2025,11,6,3,45,4,0,14.0,10.0,14.0,13.0,12.866666666666667,12.71,177.94,6.5,184.44,REORDER,50.0
2025-11-07,P012,Scientific Calculator,Stationery,134,0,13,121,25,14,In Stock,2025,11,7,4,45,4,0,12.0,15.0,14.0,13.285714285714286,12.9,12.88,180.32,6.64,186.96,REORDER,66.0
2025-11-08,P012,Scientific Calculator,Stationery,121,0,10,111,25,14,In Stock,2025,11,8,5,45,4,1,13.0,12.0,18.0,13.0,12.933333333333334,12.4,173.6,6.5,180.1,REORDER,69.0
2025-11-09,P012,Scientific Calculator,Stationery,111,0,8,103,25,14,In Stock,2025,11,9,6,45,4,1,10.0,13.0,10.0,12.714285714285714,12.9,13.14,183.96,6.36,190.32,REORDER,87.0
2025-11-10,P012,Scientific Calculator,Stationery,103,0,15,88,25,14,In Stock,2025,11,10,0,46,4,0,8.0,14.0,15.0,12.0,12.666666666666666,11.8,165.2,6.0,171.2,REORDER,83.0
2025-11-11,P012,Scientific Calculator,Stationery,88,0,9,79,25,14,In Stock,2025,11,11,1,46,4,0,15.0,13.0,14.0,12.142857142857142,12.766666666666667,11.92,166.88,6.07,172.95,REORDER,94.0
2025-11-12,P012,Scientific Calculator,Stationery,79,0,15,64,25,14,In Stock,2025,11,12,2,46,4,0,9.0,14.0,13.0,11.571428571428571,12.566666666666666,11.95,167.3,5.79,173.09,REORDER,109.0
2025-11-13,P012,Scientific Calculator,Stationery,64,0,8,56,25,14,In Stock,2025,11,13,3,46,4,0,15.0,12.0,10.0,11.714285714285714,12.733333333333333,12.24,171.36,5.86,177.22,REORDER,121.0
2025-11-14,P012,Scientific Calculator,Stationery,56,0,12,44,25,14,In Stock,2025,11,14,4,46,4,0,8.0,13.0,15.0,11.142857142857142,12.6,11.5,161.0,5.57,166.57,REORDER,123.0
2025-11-15,P012,Scientific Calculator,Stationery,44,0,13,31,25,14,Reorder Soon,2025,11,15,5,46,4,1,12.0,10.0,12.0,11.0,12.6,11.32,158.48,5.5,163.98,REORDER,133.0
2025-11-16,P012,Scientific Calculator,Stationery,31,100,12,119,25,14,In Stock,2025,11,16,6,46,4,1,13.0,8.0,13.0,11.428571428571429,12.7,11.82,165.48,5.71,171.19,REORDER,52.0
2025-11-17,P012,Scientific Calculator,Stationery,119,0,13,106,25,14,In Stock,2025,11,17,0,47,4,0,12.0,15.0,14.0,12.0,12.533333333333331,13.26,185.64,6.0,191.64,REORDER,86.0
2025-11-18,P012,Scientific Calculator,Stationery,106,0,14,92,25,14,In Stock,2025,11,18,1,47,4,0,13.0,9.0,13.0,11.714285714285714,12.533333333333331,12.25,171.5,5.86,177.36,REORDER,85.0
2025-11-19,P012,Scientific Calculator,Stationery,92,0,12,80,25,14,In Stock,2025,11,19,2,47,4,0,14.0,15.0,14.0,12.428571428571429,12.7,12.8,179.2,6.21,185.41,REORDER,105.0
2025-11-20,P012,Scientific Calculator,Stationery,80,0,13,67,25,14,In Stock,2025,11,20,3,47,4,0,12.0,8.0,12.0,12.0,12.666666666666666,12.8,179.2,6.0,185.2,REORDER,118.0
2025-11-21,P012,Scientific Calculator,Stationery,67,0,16,51,25,14,In Stock,2025,11,21,4,47,4,0,13.0,12.0,13.0,12.714285714285714,12.666666666666666,12.42,173.88,6.36,180.24,REORDER,129.0
2025-11-22,P012,Scientific Calculator,Stationery,51,0,13,38,25,14,In Stock,2025,11,22,5,47,4,1,16.0,13.0,10.0,13.285714285714286,12.8,12.44,174.16,6.64,180.8,REORDER,143.0
2025-11-23,P012,Scientific Calculator,Stationery,38,0,12,26,25,14,Reorder Soon,2025,11,23,6,47,4,1,13.0,12.0,8.0,13.285714285714286,12.766666666666667,12.26,171.64,6.64,178.28,REORDER,152.0
2025-11-24,P012,Scientific Calculator,Stationery,26,111,11,126,25,14,In Stock,2025,11,24,0,48,4,0,12.0,13.0,15.0,13.285714285714286,12.7,12.26,171.64,6.64,178.28,REORDER,52.0
2025-11-25,P012,Scientific Calculator,Stationery,126,0,11,115,25,14,In Stock,2025,11,25,1,48,4,0,11.0,14.0,9.0,13.0,12.466666666666669,13.2,184.8,6.5,191.3,REORDER,76.0
2025-11-26,P012,Scientific Calculator,Stationery,115,0,15,100,25,14,In Stock,2025,11,26,2,48,4,0,11.0,12.0,15.0,12.571428571428571,12.5,12.85,179.9,6.29,186.19,REORDER,86.0
2025-11-27,P012,Scientific Calculator,Stationery,100,0,11,89,25,14,In Stock,2025,11,27,3,48,4,0,15.0,13.0,8.0,13.0,12.5,12.02,168.28,6.5,174.78,REORDER,86.0
2025-11-28,P012,Scientific Calculator,Stationery,89,0,14,75,25,14,In Stock,2025,11,28,4,48,4,0,11.0,16.0,12.0,12.714285714285714,12.4,12.54,175.56,6.36,181.92,REORDER,107.0
2025-11-29,P012,Scientific Calculator,Stationery,75,0,13,62,25,14,In Stock,2025,11,29,5,48,4,1,14.0,13.0,13.0,12.428571428571429,12.433333333333334,12.34,172.76,6.21,178.97,REORDER,117.0
2025-11-30,P012,Scientific Calculator,Stationery,62,0,12,50,25,14,In Stock,2025,11,30,6,48,4,1,13.0,12.0,12.0,12.428571428571429,12.533333333333331,13.06,182.84,6.21,189.05,REORDER,139.0
2025-12-01,P012,Scientific Calculator,Stationery,50,0,9,41,25,14,In Stock,2025,12,1,0,49,4,0,12.0,11.0,13.0,12.428571428571429,12.433333333333334,12.48,174.72,6.21,180.93,REORDER,140.0
2025-12-02,P012,Scientific Calculator,Stationery,41,0,14,27,25,14,Reorder Soon,2025,12,2,1,49,4,0,9.0,11.0,14.0,12.142857142857142,12.333333333333334,12.72,178.08,6.07,184.15,REORDER,157.0
2025-12-03,P012,Scientific Calculator,Stationery,27,102,11,118,25,14,In Stock,2025,12,3,2,49,4,0,14.0,15.0,12.0,12.571428571428571,12.366666666666667,12.6,176.4,6.29,182.69,REORDER,65.0
2025-12-04,P012,Scientific Calculator,Stationery,118,0,15,103,25,14,In Stock,2025,12,4,3,49,4,0,11.0,11.0,13.0,12.0,12.266666666666667,12.86,180.04,6.0,186.04,REORDER,83.0
2025-12-05,P012,Scientific Calculator,Stationery,103,0,13,90,25,14,In Stock,2025,12,5,4,49,4,0,15.0,14.0,16.0,12.571428571428571,12.333333333333334,12.38,173.32,6.29,179.61,REORDER,90.0
2025-12-06,P012,Scientific Calculator,Stationery,90,0,13,77,25,14,In Stock,2025,12,6,5,49,4,1,13.0,13.0,13.0,12.428571428571429,12.3,12.18,170.52,6.21,176.73,REORDER,100.0
2025-12-07,P012,Scientific Calculator,Stationery,77,0,15,62,25,14,In Stock,2025,12,7,6,49,4,1,13.0,12.0,12.0,12.428571428571429,12.333333333333334,11.95,167.3,6.21,173.51,REORDER,112.0
2025-12-08,P012,Scientific Calculator,Stationery,62,0,14,48,25,14,In Stock,2025,12,8,0,50,4,0,15.0,9.0,11.0,12.857142857142858,12.4,12.32,172.48,6.43,178.91,REORDER,131.0
2025-12-09,P012,Scientific Calculator,Stationery,48,0,16,32,25,14,Reorder Soon,2025,12,9,1,50,4,0,14.0,14.0,11.0,13.571428571428571,12.533333333333331,11.88,166.32,6.79,173.11,REORDER,141.0
2025-12-10,P012,Scientific Calculator,Stationery,32,102,9,125,25,14,In Stock,2025,12,10,2,50,4,0,16.0,11.0,15.0,13.857142857142858,12.8,11.9,166.6,6.93,173.53,REORDER,49.0
2025-12-11,P012,Scientific Calculator,Stationery,125,0,13,112,25,14,In Stock,2025,12,11,3,50,4,0,9.0,15.0,11.0,13.571428571428571,12.6,12.74,178.36,6.79,185.15,REORDER,73.0
2025-12-12,P012,Scientific Calculator,Stationery,112,0,12,100,25,14,In Stock,2025,12,12,4,50,4,0,13.0,13.0,14.0,13.285714285714286,12.733333333333333,12.44,174.16,6.64,180.8,REORDER,81.0
2025-12-13,P012,Scientific Calculator,Stationery,100,0,9,91,25,14,In Stock,2025,12,13,5,50,4,1,12.0,13.0,13.0,13.142857142857142,12.633333333333333,12.88,180.32,6.57,186.89,REORDER,96.0
2025-12-14,P012,Scientific Calculator,Stationery,91,0,12,79,25,14,In Stock,2025,12,14,6,50,4,1,9.0,15.0,12.0,12.571428571428571,12.666666666666666,12.73,178.22,6.29,184.51,REORDER,106.0
2025-12-15,P012,Scientific Calculator,Stationery,79,0,9,70,25,14,In Stock,2025,12,15,0,51,4,0,12.0,14.0,9.0,12.142857142857142,12.666666666666666,11.88,166.32,6.07,172.39,REORDER,102.0
2025-12-16,P012,Scientific Calculator,Stationery,70,0,13,57,25,14,In Stock,2025,12,16,1,51,4,0,9.0,16.0,14.0,11.428571428571429,12.533333333333331,12.32,172.48,5.71,178.19,REORDER,121.0
2025-12-17,P012,Scientific Calculator,Stationery,57,0,13,44,25,14,In Stock,2025,12,17,2,51,4,0,13.0,9.0,11.0,11.0,12.566666666666666,12.04,168.56,5.5,174.06,REORDER,130.0
2025-12-18,P012,Scientific Calculator,Stationery,44,0,12,32,25,14,Reorder Soon,2025,12,18,3,51,4,0,13.0,13.0,15.0,11.571428571428571,12.566666666666666,12.07,168.98,5.79,174.77,REORDER,143.0
2025-12-19,P012,Scientific Calculator,Stationery,32,107,11,128,25,14,In Stock,2025,12,19,4,51,4,0,12.0,12.0,13.0,11.428571428571429,12.5,12.23,171.22,5.71,176.93,REORDER,49.0
2025-12-20,P012,Scientific Calculator,Stationery,128,0,16,112,25,14,In Stock,2025,12,20,5,51,4,1,11.0,9.0,13.0,11.285714285714286,12.466666666666669,13.33,186.62,5.64,192.26,REORDER,80.0
2025-12-21,P012,Scientific Calculator,Stationery,112,0,11,101,25,14,In Stock,2025,12,21,6,51,4,1,16.0,12.0,15.0,12.285714285714286,12.566666666666666,13.1,183.4,6.14,189.54,REORDER,89.0
2025-12-22,P012,Scientific Calculator,Stationery,101,0,11,90,25,14,In Stock,2025,12,22,0,52,4,0,11.0,9.0,14.0,12.142857142857142,12.4,12.52,175.28,6.07,181.35,REORDER,91.0
2025-12-23,P012,Scientific Calculator,Stationery,90,0,12,78,25,14,In Stock,2025,12,23,1,52,4,0,11.0,13.0,16.0,12.428571428571429,12.333333333333334,12.38,173.32,6.21,179.53,REORDER,102.0
2025-12-24,P012,Scientific Calculator,Stationery,78,0,12,66,25,14,In Stock,2025,12,24,2,52,4,0,12.0,13.0,9.0,12.285714285714286,12.333333333333334,12.95,181.3,6.14,187.44,REORDER,121.0
2025-12-25,P012,Scientific Calculator,Stationery,66,0,25,41,25,14,In Stock,2025,12,25,3,52,4,0,12.0,12.0,13.0,12.142857142857142,12.366666666666667,13.3,186.2,6.07,192.27,REORDER,151.0
2025-12-26,P012,Scientific Calculator,Stationery,41,0,15,26,25,14,Reorder Soon,2025,12,26,4,52,4,0,25.0,11.0,12.0,14.0,12.833333333333334,11.42,159.88,7.0,166.88,REORDER,141.0
2025-12-27,P012,Scientific Calculator,Stationery,26,105,14,117,25,14,In Stock,2025,12,27,5,52,4,1,15.0,16.0,9.0,14.571428571428571,12.833333333333334,12.98,181.72,7.29,189.01,REORDER,72.0
2025-12-28,P012,Scientific Calculator,Stationery,117,0,13,104,25,14,In Stock,2025,12,28,6,52,4,1,14.0,11.0,12.0,14.285714285714286,12.933333333333334,12.85,179.9,7.14,187.04,REORDER,83.0
2025-12-29,P012,Scientific Calculator,Stationery,104,0,12,92,25,14,In Stock,2025,12,29,0,1,4,0,13.0,11.0,9.0,14.571428571428571,12.9,13.06,182.84,7.29,190.13,REORDER,98.0
2025-12-30,P012,Scientific Calculator,Stationery,92,0,14,78,25,14,In Stock,2025,12,30,1,1,4,0,12.0,12.0,13.0,14.714285714285714,12.866666666666667,13.42,187.88,7.36,195.24,REORDER,117.0
2025-12-31,P012,Scientific Calculator,Stationery,78,0,14,64,25,14,In Stock,2025,12,31,2,1,4,0,14.0,12.0,13.0,15.0,12.933333333333334,13.7,191.8,7.5,199.3,REORDER,135.0
2025-08-13,P013,Shampoo,Personal Care,236,0,34,202,80,6,In Stock,2025,8,13,2,33,3,0,29.0,32.0,29.0,32.57142857142857,32.3,32.78,196.68,16.29,212.97,REORDER,11.0
2025-08-14,P013,Shampoo,Personal Care,202,0,35,167,80,6,In Stock,2025,8,14,3,33,3,0,34.0,31.0,36.0,32.857142857142854,32.46666666666667,33.64,201.84,16.43,218.27,REORDER,51.0
2025-08-15,P013,Shampoo,Personal Care,167,0,32,135,80,6,In Stock,2025,8,15,4,33,3,0,35.0,31.0,30.0,33.42857142857143,32.766666666666666,32.52,195.12,16.71,211.83,REORDER,77.0
2025-08-16,P013,Shampoo,Personal Care,135,0,42,93,80,6,Reorder Soon,2025,8,16,5,33,3,1,32.0,28.0,35.0,33.57142857142857,33.13333333333333,32.08,192.48,16.79,209.27,REORDER,116.0
2025-08-17,P013,Shampoo,Personal Care,93,345,36,402,80,6,In Stock,2025,8,17,6,33,3,1,42.0,38.0,29.0,35.57142857142857,33.46666666666667,36.12,216.72,17.79,234.51,NO REORDER,0.0
2025-08-18,P013,Shampoo,Personal Care,402,0,25,377,80,6,In Stock,2025,8,18,0,34,3,0,36.0,39.0,36.0,35.285714285714285,33.7,33.79,202.74,17.64,220.38,NO REORDER,0.0
2025-08-19,P013,Shampoo,Personal Care,377,0,38,339,80,6,In Stock,2025,8,19,1,34,3,0,25.0,29.0,38.0,33.285714285714285,33.5,31.48,188.88,16.64,205.52,NO REORDER,0.0
2025-08-20,P013,Shampoo,Personal Care,339,0,21,318,80,6,In Stock,2025,8,20,2,34,3,0,38.0,34.0,32.0,34.57142857142857,33.733333333333334,33.32,199.92,17.29,217.21,NO REORDER,0.0
2025-08-21,P013,Shampoo,Personal Care,318,0,32,286,80,6,In Stock,2025,8,21,3,34,3,0,21.0,35.0,31.0,32.714285714285715,33.53333333333333,33.1,198.6,16.36,214.96,NO REORDER,0.0
2025-08-22,P013,Shampoo,Personal Care,286,0,30,256,80,6,In Stock,2025,8,22,4,34,3,0,32.0,32.0,31.0,32.285714285714285,33.3,32.83,196.98,16.14,213.12,NO REORDER,0.0
2025-08-23,P013,Shampoo,Personal Care,256,0,38,218,80,6,In Stock,2025,8,23,5,34,3,1,30.0,42.0,28.0,32.0,33.03333333333333,33.4,200.4,16.0,216.4,NO REORDER,0.0
2025-08-24,P013,Shampoo,Personal Care,218,0,31,187,80,6,In Stock,2025,8,24,6,34,3,1,38.0,36.0,38.0,31.428571428571427,33.166666666666664,34.14,204.84,15.71,220.55,REORDER,34.0
2025-08-25,P013,Shampoo,Personal Care,187,0,40,147,80,6,In Stock,2025,8,25,0,35,3,0,31.0,25.0,39.0,30.714285714285715,33.03333333333333,34.56,207.36,15.36,222.72,REORDER,76.0
2025-08-26,P013,Shampoo,Personal Care,147,0,38,109,80,6,Reorder Soon,2025,8,26,1,35,3,0,40.0,38.0,29.0,32.857142857142854,33.4,33.39,200.34,16.43,216.77,REORDER,108.0
2025-08-27,P013,Shampoo,Personal Care,109,326,41,394,80,6,In Stock,2025,8,27,2,35,3,0,38.0,21.0,34.0,32.857142857142854,33.56666666666667,34.34,206.04,16.43,222.47,NO REORDER,0.0
2025-08-28,P013,Shampoo,Personal Care,394,0,43,351,80,6,In Stock,2025,8,28,3,35,3,0,41.0,32.0,35.0,35.714285714285715,33.766666666666666,33.11,198.66,17.86,216.52,NO REORDER,0.0
2025-08-29,P013,Shampoo,Personal Care,351,0,35,316,80,6,In Stock,2025,8,29,4,35,3,0,43.0,30.0,32.0,37.285714285714285,33.9,35.28,211.68,18.64,230.32,NO REORDER,0.0
2025-08-30,P013,Shampoo,Personal Care,316,0,34,282,80,6,In Stock,2025,8,30,5,35,3,1,35.0,38.0,42.0,38.0,34.1,34.06,204.36,19.0,223.36,NO REORDER,0.0
2025-08-31,P013,Shampoo,Personal Care,282,0,31,251,80,6,In Stock,2025,8,31,6,35,3,1,34.0,31.0,36.0,37.42857142857143,34.03333333333333,37.21,223.26,18.71,241.97,NO REORDER,0.0
2025-09-01,P013,Shampoo,Personal Care,251,0,41,210,80,6,In Stock,2025,9,1,0,36,3,0,31.0,40.0,25.0,37.42857142857143,34.06666666666667,33.49,200.94,18.71,219.65,REORDER,10.0
2025-09-02,P013,Shampoo,Personal Care,210,0,43,167,80,6,In Stock,2025,9,2,1,36,3,0,41.0,38.0,38.0,37.57142857142857,34.266666666666666,32.72,196.32,18.79,215.11,REORDER,48.0
2025-09-03,P013,Shampoo,Personal Care,167,0,25,142,80,6,In Stock,2025,9,3,2,36,3,0,43.0,41.0,21.0,38.285714285714285,34.733333333333334,36.54,219.24,19.14,238.38,REORDER,96.0
2025-09-04,P013,Shampoo,Personal Care,142,0,26,116,80,6,Reorder Soon,2025,9,4,3,36,3,0,25.0,43.0,32.0,36.0,34.36666666666667,34.47,206.82,18.0,224.82,REORDER,109.0
2025-09-05,P013,Shampoo,Personal Care,116,0,34,82,80,6,Reorder Soon,2025,9,5,4,36,3,0,26.0,35.0,30.0,33.57142857142857,33.96666666666667,32.47,194.82,16.79,211.61,REORDER,130.0
2025-09-06,P013,Shampoo,Personal Care,82,342,26,398,80,6,In Stock,2025,9,6,5,36,3,1,34.0,34.0,38.0,33.42857142857143,34.03333333333333,33.8,202.8,16.71,219.51,NO REORDER,0.0
2025-09-07,P013,Shampoo,Personal Care,398,0,26,372,80,6,In Stock,2025,9,7,6,36,3,1,26.0,31.0,31.0,32.285714285714285,33.86666666666667,35.29,211.74,16.14,227.88,NO REORDER,0.0
2025-09-08,P013,Shampoo,Personal Care,372,0,37,335,80,6,In Stock,2025,9,8,0,37,3,0,26.0,41.0,40.0,31.571428571428573,33.7,30.92,185.52,15.79,201.31,NO REORDER,0.0
2025-09-09,P013,Shampoo,Personal Care,335,0,37,298,80,6,In Stock,2025,9,9,1,37,3,0,37.0,43.0,38.0,31.0,34.0,31.72,190.32,15.5,205.82,NO REORDER,0.0
2025-09-10,P013,Shampoo,Personal Care,298,0,22,276,80,6,In Stock,2025,9,10,2,37,3,0,37.0,25.0,41.0,30.142857142857142,33.96666666666667,34.08,204.48,15.07,219.55,NO REORDER,0.0
2025-09-11,P013,Shampoo,Personal Care,276,0,29,247,80,6,In Stock,2025,9,11,3,37,3,0,22.0,26.0,43.0,29.714285714285715,33.4,32.58,195.48,14.86,210.34,NO REORDER,0.0
2025-09-12,P013,Shampoo,Personal Care,247,0,32,215,80,6,In Stock,2025,9,12,4,37,3,0,29.0,34.0,35.0,30.142857142857142,33.4,31.38,188.28,15.07,203.35,NO REORDER,0.0
2025-09-13,P013,Shampoo,Personal Care,215,0,35,180,80,6,In Stock,2025,9,13,5,37,3,1,32.0,26.0,34.0,29.857142857142858,33.333333333333336,31.32,187.92,14.93,202.85,REORDER,23.0
2025-09-14,P013,Shampoo,Personal Care,180,0,37,143,80,6,In Stock,2025,9,14,6,37,3,1,35.0,26.0,31.0,31.142857142857142,33.333333333333336,32.58,195.48,15.57,211.05,REORDER,68.0
2025-09-15,P013,Shampoo,Personal Care,143,0,28,115,80,6,Reorder Soon,2025,9,15,0,38,3,0,37.0,37.0,41.0,32.714285714285715,33.5,31.72,190.32,16.36,206.68,REORDER,92.0
2025-09-16,P013,Shampoo,Personal Care,115,332,41,406,80,6,In Stock,2025,9,16,1,38,3,0,28.0,37.0,43.0,31.428571428571427,33.03333333333333,31.42,188.52,15.71,204.23,NO REORDER,0.0
2025-09-17,P013,Shampoo,Personal Care,406,0,27,379,80,6,In Stock,2025,9,17,2,38,3,0,41.0,22.0,25.0,32.0,33.2,34.28,205.68,16.0,221.68,NO REORDER,0.0
2025-09-18,P013,Shampoo,Personal Care,379,0,35,344,80,6,In Stock,2025,9,18,3,38,3,0,27.0,29.0,26.0,32.714285714285715,33.266666666666666,32.25,193.5,16.36,209.86,NO REORDER,0.0
